title,date,summary,link
"Trump touted Palantir on Truth Social after buying the company's stock, records show - CNBC","Fri, 15 May 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiekFVX3lxTE9GVGIweHVvV2RYckIyRlExd3ZZd1pneWlhUUpfTmVURjE1NFhpeXkxc3daX1FJUDh3TkJMRzkxT1htZXE4MzBhRVJ6YXF2RXJ1bGZBZEx0aEZlLUV4NVBJXzRJb0lYTXVFVDZDWlN5VENpRUhjZWNVRkJn0gF_QVVfeXFMTnVPN1dreEFHMU1HSDNVT1M2SjREMUY4SXJlUFl5YWxacHFqSWxTNzJyeFJmNlhzUjBteExIaVdidVdHT21SREtMWTZXVGRkcFdTZUliQjI4eXozNWFCM1ZrQnBjUk5BT3NZUWZZeHdOU1ZYYXpLR1k3VW80Y2JwWQ?oc=5"" target=""_blank"">Trump touted Palantir on Truth Social after buying the company's stock, records show</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",https://news.google.com/rss/articles/CBMiekFVX3lxTE9GVGIweHVvV2RYckIyRlExd3ZZd1pneWlhUUpfTmVURjE1NFhpeXkxc3daX1FJUDh3TkJMRzkxT1htZXE4MzBhRVJ6YXF2RXJ1bGZBZEx0aEZlLUV4NVBJXzRJb0lYTXVFVDZDWlN5VENpRUhjZWNVRkJn0gF_QVVfeXFMTnVPN1dreEFHMU1HSDNVT1M2SjREMUY4SXJlUFl5YWxacHFqSWxTNzJyeFJmNlhzUjBteExIaVdidVdHT21SREtMWTZXVGRkcFdTZUliQjI4eXozNWFCM1ZrQnBjUk5BT3NZUWZZeHdOU1ZYYXpLR1k3VW80Y2JwWQ?oc=5
Why thousands of stock trades tied to Trump are raising eyebrows - BBC,"Fri, 22 May 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiV0FVX3lxTE5CdWQ3WnE5dGJ4OXUzVGt0YkZDeXY4RmE5dDJGX3MxRURubzc5bXNibVJRRERnTHA1SGxYVklBcVlXSEZNQzZ1VXc3d2xBSlpxNUE1b29YOA?oc=5"" target=""_blank"">Why thousands of stock trades tied to Trump are raising eyebrows</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBC</font>",https://news.google.com/rss/articles/CBMiV0FVX3lxTE5CdWQ3WnE5dGJ4OXUzVGt0YkZDeXY4RmE5dDJGX3MxRURubzc5bXNibVJRRERnTHA1SGxYVklBcVlXSEZNQzZ1VXc3d2xBSlpxNUE1b29YOA?oc=5
Opinion | Why Trump’s stock trades are so exceptionally corrupt - MS NOW,"Tue, 19 May 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTE9pNUJXUS1pbThMS19iVTVLLWNaVy1ackd3bWd6YmtOYWxIOFY2VUtfWTNTeWJhTUwyQnBOYWFqTlFseFlJTnBLYnF2MU1KNmY2bnFJNnoyYWdLVjBPa0NtdzM1Z2tScGFRSVl2YUQ2dUlkRm1HZGc?oc=5"" target=""_blank"">Opinion | Why Trump’s stock trades are so exceptionally corrupt</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MS NOW</font>",https://news.google.com/rss/articles/CBMidkFVX3lxTE9pNUJXUS1pbThMS19iVTVLLWNaVy1ackd3bWd6YmtOYWxIOFY2VUtfWTNTeWJhTUwyQnBOYWFqTlFseFlJTnBLYnF2MU1KNmY2bnFJNnoyYWdLVjBPa0NtdzM1Z2tScGFRSVl2YUQ2dUlkRm1HZGc?oc=5
Trump Bought Stock in Drugmaker as His Government Boosted Its Obesity Drugs - KFF Health News,"Mon, 18 May 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxNX2diMmlJNnN1cFl0Mm1fZXhKUHllMGtVZW8xQjU2ZzBKQk16MTJsZURCTFRQTnV6Z3VsLUhrcTdVUDl4eHUwdXAwb1NZcmRlamJ2cC00OTcyTm9QREFuY3BHVzBOaVNfUG5VdTJ3S1oyR1VJQXpwd3ZFSmFTcXJOSllsdy1GS0U4RWFTOUlFRDJBU0h5M2pVUnU3UUpUZmpESjF3ME1zQzZWdUxiZl90dVotNHZRLV9fQ0g1ZE9n?oc=5"" target=""_blank"">Trump Bought Stock in Drugmaker as His Government Boosted Its Obesity Drugs</a>&nbsp;&nbsp;<font color=""#6f6f6f"">KFF Health News</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxNX2diMmlJNnN1cFl0Mm1fZXhKUHllMGtVZW8xQjU2ZzBKQk16MTJsZURCTFRQTnV6Z3VsLUhrcTdVUDl4eHUwdXAwb1NZcmRlamJ2cC00OTcyTm9QREFuY3BHVzBOaVNfUG5VdTJ3S1oyR1VJQXpwd3ZFSmFTcXJOSllsdy1GS0U4RWFTOUlFRDJBU0h5M2pVUnU3UUpUZmpESjF3ME1zQzZWdUxiZl90dVotNHZRLV9fQ0g1ZE9n?oc=5
Trump Bought Corporations’ Stock as His Administration Boosted Their Business - News of the United States - NOTUS,"Fri, 15 May 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMihgFBVV95cUxQNzUtWUVPVUw3OHRrNHBRUWdzMllZUG5UUWNwRnJqU093ZV9CYTRFbXhxeko0RzVXWlJWTUpBaWFsLWtua21FSXF2U0VnTk9leVc2amlONk55cG5sek5YY2U5U2xJenpBZHV2MjEzRXpJbXVsLTNuLXBBVUR6TUxWSTRrdHVCdw?oc=5"" target=""_blank"">Trump Bought Corporations’ Stock as His Administration Boosted Their Business</a>&nbsp;&nbsp;<font color=""#6f6f6f"">News of the United States - NOTUS</font>",https://news.google.com/rss/articles/CBMihgFBVV95cUxQNzUtWUVPVUw3OHRrNHBRUWdzMllZUG5UUWNwRnJqU093ZV9CYTRFbXhxeko0RzVXWlJWTUpBaWFsLWtua21FSXF2U0VnTk9leVc2amlONk55cG5sek5YY2U5U2xJenpBZHV2MjEzRXpJbXVsLTNuLXBBVUR6TUxWSTRrdHVCdw?oc=5
"For better or worse, investors are living through Trump’s stock market. Here's why - CNBC","Sat, 16 May 2026 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxOQ3NrMTlud2RzMUdmNF9zV0Fxblc4bFM0QkFKSDdhOUNqOFQtWVVaR1pjQnpPZ3NZSlBXUkJ4X0RGU2VENWYzSVI0NHJWU2VEYW1HZVNpbXA0NUtXQjhkZDlGVWRKLUVaSTVuT0ptTFU1dVZaWXJUakpJSE5VQklIWXA1dWROS0pEVF9MMEx3bjYxS29TWjRXS3o1RHdvUERnb3F2MUc3cVM1cXFyM1lhV2FSNHdDQdIBuwFBVV95cUxPN21ta29ia0g5MHdVRXdfM0FDQWRGR0ZaRTVEU21iN3pHMzlReE5kMGZxTk5nUkxwZTBQTXdnU3B2LS1LNzlnbzhqd2dHcURCSC1fVW1GM1l0Ul9NcHRza3FIOUN6ajVKaWc2NVhtQmw4UmM0ajE1ZnRnekd2aEFHUkNvUEJnOElLTnNaME0zNDVwclBhcFZZdzBaZTBldXZrdnVhV0lUWGtGclBDaGhJSVl0YVprUWltUVFj?oc=5"" target=""_blank"">For better or worse, investors are living through Trump’s stock market. Here's why</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",https://news.google.com/rss/articles/CBMitgFBVV95cUxOQ3NrMTlud2RzMUdmNF9zV0Fxblc4bFM0QkFKSDdhOUNqOFQtWVVaR1pjQnpPZ3NZSlBXUkJ4X0RGU2VENWYzSVI0NHJWU2VEYW1HZVNpbXA0NUtXQjhkZDlGVWRKLUVaSTVuT0ptTFU1dVZaWXJUakpJSE5VQklIWXA1dWROS0pEVF9MMEx3bjYxS29TWjRXS3o1RHdvUERnb3F2MUc3cVM1cXFyM1lhV2FSNHdDQdIBuwFBVV95cUxPN21ta29ia0g5MHdVRXdfM0FDQWRGR0ZaRTVEU21iN3pHMzlReE5kMGZxTk5nUkxwZTBQTXdnU3B2LS1LNzlnbzhqd2dHcURCSC1fVW1GM1l0Ul9NcHRza3FIOUN6ajVKaWc2NVhtQmw4UmM0ajE1ZnRnekd2aEFHUkNvUEJnOElLTnNaME0zNDVwclBhcFZZdzBaZTBldXZrdnVhV0lUWGtGclBDaGhJSVl0YVprUWltUVFj?oc=5
President Trump Rings in Trump Accounts with Historic Opening Bell Ceremony from the Oval Office - The White House (.gov),"Mon, 06 Jul 2026 18:15:57 GMT","<a href=""https://news.google.com/rss/articles/CBMi2AFBVV95cUxOdm14RUo1cEZIQU1CMXFTNTFWbHBKY0hEaFFWbDNMdlVrWUpPSnpaNUpJODdmN1BwOXd2d3J4NUlvODJjWXdWbHBpR3d3LURGMmxINjlJeTBfX3FpREh3RE9YUm9EZVV1WnEtWnUwbWJSSkFLaEFsSkZiM081MS1MRnNPME9wZTlucGpMdWtIU0JqcldCS2pzOVJFNlY2UHFvZHdIamRHLVBnampuWmsxajlzUEU0NWhqXzhWUWt0TENLeXdSUVIyT2V3M2VJOFFHTzRfeWIwUjg?oc=5"" target=""_blank"">President Trump Rings in Trump Accounts with Historic Opening Bell Ceremony from the Oval Office</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The White House (.gov)</font>",https://news.google.com/rss/articles/CBMi2AFBVV95cUxOdm14RUo1cEZIQU1CMXFTNTFWbHBKY0hEaFFWbDNMdlVrWUpPSnpaNUpJODdmN1BwOXd2d3J4NUlvODJjWXdWbHBpR3d3LURGMmxINjlJeTBfX3FpREh3RE9YUm9EZVV1WnEtWnUwbWJSSkFLaEFsSkZiM081MS1MRnNPME9wZTlucGpMdWtIU0JqcldCS2pzOVJFNlY2UHFvZHdIamRHLVBnampuWmsxajlzUEU0NWhqXzhWUWt0TENLeXdSUVIyT2V3M2VJOFFHTzRfeWIwUjg?oc=5
Trump Accounts boost? Here's how much money will flow into stock market from the new program - CNBC,"Mon, 06 Jul 2026 16:34:18 GMT","<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxPVzB1Vlc0MjlDdkZzaXMzV01DNU9LaUtlcjZ3VDM5U2M3RmQtT1dmSENhQmZTRnBzcDN1YUhjR3dtSXA3R0YzQXZYMTN0Slo1bEstckt3cjAtaElWRXNxZXpudjFrY2p0QWt2MFhqb0hyc2hqTkV0VUJUWXVmM25yV0U0OTZ4cDZDQWNGU1NIV2FmY1FDNUMzbGJtMUJ2aUJz?oc=5"" target=""_blank"">Trump Accounts boost? Here's how much money will flow into stock market from the new program</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",https://news.google.com/rss/articles/CBMioAFBVV95cUxPVzB1Vlc0MjlDdkZzaXMzV01DNU9LaUtlcjZ3VDM5U2M3RmQtT1dmSENhQmZTRnBzcDN1YUhjR3dtSXA3R0YzQXZYMTN0Slo1bEstckt3cjAtaElWRXNxZXpudjFrY2p0QWt2MFhqb0hyc2hqTkV0VUJUWXVmM25yV0U0OTZ4cDZDQWNGU1NIV2FmY1FDNUMzbGJtMUJ2aUJz?oc=5
Trump rings Wall Street’s opening bells as he ties his presidency to stock market gains - AP News,"Mon, 06 Jul 2026 17:59:00 GMT","<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxNaVhPRnhUaWtyQ09MSm1aT0RVOVVIVVJwUEJmZUtCYmh3eWd0NGp0UTd3YzJRT2hqRjVhZzZOTjZuTW1YeVZXZXJLdjYyc2w4MktZdkxFMW5LTU8yUllkX29iNUlWampyZHRuMmhZNUkycV9GYnJQUXJ5VjdHTlVHaWtfdkltMnQ2QnN0NFZqMy0yM1BtZjhrcXNQSUtNcmE2NzB6dkZLcw?oc=5"" target=""_blank"">Trump rings Wall Street’s opening bells as he ties his presidency to stock market gains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AP News</font>",https://news.google.com/rss/articles/CBMipwFBVV95cUxNaVhPRnhUaWtyQ09MSm1aT0RVOVVIVVJwUEJmZUtCYmh3eWd0NGp0UTd3YzJRT2hqRjVhZzZOTjZuTW1YeVZXZXJLdjYyc2w4MktZdkxFMW5LTU8yUllkX29iNUlWampyZHRuMmhZNUkycV9GYnJQUXJ5VjdHTlVHaWtfdkltMnQ2QnN0NFZqMy0yM1BtZjhrcXNQSUtNcmE2NzB6dkZLcw?oc=5
"Trump plugs Dell at first-ever White House opening bell, sending shares soaring - CNBC","Mon, 06 Jul 2026 13:27:05 GMT","<a href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxNSzlPbE90c1RTVVYydHRSdnRwOXVHUlZEYnowNmFnd2RGblhZNlZfRkdGQmhnRjJWeFdtN1VaQXhCRXlFTnExc0Qya0ZHdEV4Ti16VTRqMGxtbWFkbU5pdDFyNWhzUDlzdUR2OU90WjBmWlNrR2kxVl82Si1TVlF1Q0N6dXpTWS1ISVNHeE1BRTDSAZYBQVVfeXFMTVRvMnd2MVBJM1FVNE1FLXN4SWMxY0VGOG1BajlqbC15NXVSS2I5ZzlhTDhJUFNxeWpqdXMwZ3UtZzZ5TS1ldklCT3hIZDZVM3h5Y1B4Qmk3VTdxTHlYM3lINnNlNWNXdEdtbHlUVVptYVdaSUpMeGtKbEtCcElQQ0lGV0lMSlo4LVJoUGM5LTlmc1lwNVFn?oc=5"" target=""_blank"">Trump plugs Dell at first-ever White House opening bell, sending shares soaring</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNBC</font>",https://news.google.com/rss/articles/CBMikAFBVV95cUxNSzlPbE90c1RTVVYydHRSdnRwOXVHUlZEYnowNmFnd2RGblhZNlZfRkdGQmhnRjJWeFdtN1VaQXhCRXlFTnExc0Qya0ZHdEV4Ti16VTRqMGxtbWFkbU5pdDFyNWhzUDlzdUR2OU90WjBmWlNrR2kxVl82Si1TVlF1Q0N6dXpTWS1ISVNHeE1BRTDSAZYBQVVfeXFMTVRvMnd2MVBJM1FVNE1FLXN4SWMxY0VGOG1BajlqbC15NXVSS2I5ZzlhTDhJUFNxeWpqdXMwZ3UtZzZ5TS1ldklCT3hIZDZVM3h5Y1B4Qmk3VTdxTHlYM3lINnNlNWNXdEdtbHlUVVptYVdaSUpMeGtKbEtCcElQQ0lGV0lMSlo4LVJoUGM5LTlmc1lwNVFn?oc=5
'Big Short' investor Michael Burry fires back after Trump ridicules short sellers - Business Insider,"Tue, 07 Jul 2026 17:33:16 GMT","<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxPVjVJUTY1TDVwU2NfdFkwNzFHeDNLZE1QVnJGRnBFV1JNNzg0aHJ5N3VBVnlmNWJadDVVOHF0YkozQTQ4aWJnNFdNMVdVR1J0TWZpb2k1TmFYZkpnd2lpMXZic3JBSzhPNHJQM0g1QVYtNUk5OGxpREg4QUpzc0FnYkE4dGVCOGxJWVBLLWpsc1hjMjRGUVpPb2QzNUNERWc5eXFQenBtSmQ5ZFpOaDVZOA?oc=5"" target=""_blank"">'Big Short' investor Michael Burry fires back after Trump ridicules short sellers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Business Insider</font>",https://news.google.com/rss/articles/CBMisAFBVV95cUxPVjVJUTY1TDVwU2NfdFkwNzFHeDNLZE1QVnJGRnBFV1JNNzg0aHJ5N3VBVnlmNWJadDVVOHF0YkozQTQ4aWJnNFdNMVdVR1J0TWZpb2k1TmFYZkpnd2lpMXZic3JBSzhPNHJQM0g1QVYtNUk5OGxpREg4QUpzc0FnYkE4dGVCOGxJWVBLLWpsc1hjMjRGUVpPb2QzNUNERWc5eXFQenBtSmQ5ZFpOaDVZOA?oc=5
"Trump brushes off conflicts of interest, touts companies whose stock he owns - MS NOW","Tue, 07 Jul 2026 17:11:51 GMT","<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxPSGVEZzlqLWdteWpNN1dkdFNNbThzRWpuZFZ6dDNhaE4yMkkwMHlnUjRYa1IxNFpHUjJqTDRSWGVXRHBaU3hsQUlmaGZUNTNYRVJKem5hU2RDbjRHYjM2UEpnWm1xMHBPSExKY1ZUSUJLSFhHQ1NXWWtMRGRLNTlmTDVXekVoalo2cjhselc4a2trZWJ6RW5CWVNsdVRBSHU2NmJEQkQwYw?oc=5"" target=""_blank"">Trump brushes off conflicts of interest, touts companies whose stock he owns</a>&nbsp;&nbsp;<font color=""#6f6f6f"">MS NOW</font>",https://news.google.com/rss/articles/CBMipwFBVV95cUxPSGVEZzlqLWdteWpNN1dkdFNNbThzRWpuZFZ6dDNhaE4yMkkwMHlnUjRYa1IxNFpHUjJqTDRSWGVXRHBaU3hsQUlmaGZUNTNYRVJKem5hU2RDbjRHYjM2UEpnWm1xMHBPSExKY1ZUSUJLSFhHQ1NXWWtMRGRLNTlmTDVXekVoalo2cjhselc4a2trZWJ6RW5CWVNsdVRBSHU2NmJEQkQwYw?oc=5
These are the 5 stock funds Americans can invest in through Trump accounts - Yahoo Finance,"Tue, 07 Jul 2026 16:48:04 GMT","<a href=""https://news.google.com/rss/articles/CBMimwFBVV95cUxNN2c4Q19mVVRxT2VpN01iTDNyeE5TYV96Q09Cd2Zpc09wMDltZEppWmF4S0VIWW9DeDJxOFNGU096bEhGeTJ5SFp5ZDlkVkc1YkNWMDFnVXhqR1Q4Rk9ELVp0LUZKODdxRUl2bUxrc0hIdXk1WDNqWGpfVGlBX1VSRC1UcUN1V0tLcjhrWHBISGV4c09pUkxwcGJHSQ?oc=5"" target=""_blank"">These are the 5 stock funds Americans can invest in through Trump accounts</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",https://news.google.com/rss/articles/CBMimwFBVV95cUxNN2c4Q19mVVRxT2VpN01iTDNyeE5TYV96Q09Cd2Zpc09wMDltZEppWmF4S0VIWW9DeDJxOFNGU096bEhGeTJ5SFp5ZDlkVkc1YkNWMDFnVXhqR1Q4Rk9ELVp0LUZKODdxRUl2bUxrc0hIdXk1WDNqWGpfVGlBX1VSRC1UcUN1V0tLcjhrWHBISGV4c09pUkxwcGJHSQ?oc=5
‘I’m Now Broke’: Meet The Investors Who Lost Billions Buying Trump Stocks And Crypto - Forbes,"Mon, 06 Jul 2026 10:30:00 GMT","<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxQMk1qZDhaWVU1U1RhRTMzVVlEcHFyZWRZMmotc01jeTBBVWV6ZVhNSjFUMXdQWTVYQjJFVTBwUHJRYjltSjlLNlRqR0RCSDdERVp3eWhiYTNzNzAzdVYxTFl2SmJ3QjBYR3dvcHduM3V6bmVYMnZoQU5uaVlQMm9yU09nS0piTlB3S3gwaUEzOGhuZ0habk51Y2h1VTY4enVjR2hOa1NObHh6VFlwNUtldmtRSS1ZcHJwUWZSQWtXN3VBVmlUWk0xSjR4UHp2ODg?oc=5"" target=""_blank"">‘I’m Now Broke’: Meet The Investors Who Lost Billions Buying Trump Stocks And Crypto</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Forbes</font>",https://news.google.com/rss/articles/CBMizwFBVV95cUxQMk1qZDhaWVU1U1RhRTMzVVlEcHFyZWRZMmotc01jeTBBVWV6ZVhNSjFUMXdQWTVYQjJFVTBwUHJRYjltSjlLNlRqR0RCSDdERVp3eWhiYTNzNzAzdVYxTFl2SmJ3QjBYR3dvcHduM3V6bmVYMnZoQU5uaVlQMm9yU09nS0piTlB3S3gwaUEzOGhuZ0habk51Y2h1VTY4enVjR2hOa1NObHh6VFlwNUtldmtRSS1ZcHJwUWZSQWtXN3VBVmlUWk0xSjR4UHp2ODg?oc=5
Trump rings opening bell to mark first day of trading for Trump Accounts - CNN,"Mon, 06 Jul 2026 13:36:51 GMT","<a href=""https://news.google.com/rss/articles/CBMibkFVX3lxTE5BOTlseXJUM0RIT3NheXgwcXJacEhsdE0wS29INzR6T2JObzhWbFRweV94cGZUbll1dFFHbm9JcTNScThvQ3pwTldKVXo2X0NBVXBCeEJ1LWlXWmIwX19yYklnNTNCZ0h6NE1kZUhR?oc=5"" target=""_blank"">Trump rings opening bell to mark first day of trading for Trump Accounts</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN</font>",https://news.google.com/rss/articles/CBMibkFVX3lxTE5BOTlseXJUM0RIT3NheXgwcXJacEhsdE0wS29INzR6T2JObzhWbFRweV94cGZUbll1dFFHbm9JcTNScThvQ3pwTldKVXo2X0NBVXBCeEJ1LWlXWmIwX19yYklnNTNCZ0h6NE1kZUhR?oc=5
SpaceX president donating stock to Trump Accounts - The Hill,"Tue, 07 Jul 2026 14:22:00 GMT","<a href=""https://news.google.com/rss/articles/CBMid0FVX3lxTE1qeXZuQldPOFAyTU40NDlxYm5aZElCdHJ0bDhjd2hjRUd5SjYtNUZfdl9ITGlJX0o3ZmY1WlB3elZhRHhYLWpXM21WRXREVGZ2dHJabm1DZ3BTV0Q2Y3RGazQ3TUR6dDZBa09ZcHdhNF9LbUZpblJN0gF8QVVfeXFMT2VOOFk3LTJHQ1BvZ0JKbzJlQlZ5eFRTN20ybjctNHF6Vm1qdHZwVmh3QjNQcEpYUzRxMXR0dVlfZU1CbDNzdTh0dTBET1hEbUpXSW5xc0RzclQzanhFY295YXNCa05LQktCVXFFTlFsb0lYWE00UDJqTWgwVg?oc=5"" target=""_blank"">SpaceX president donating stock to Trump Accounts</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Hill</font>",https://news.google.com/rss/articles/CBMid0FVX3lxTE1qeXZuQldPOFAyTU40NDlxYm5aZElCdHJ0bDhjd2hjRUd5SjYtNUZfdl9ITGlJX0o3ZmY1WlB3elZhRHhYLWpXM21WRXREVGZ2dHJabm1DZ3BTV0Q2Y3RGazQ3TUR6dDZBa09ZcHdhNF9LbUZpblJN0gF8QVVfeXFMT2VOOFk3LTJHQ1BvZ0JKbzJlQlZ5eFRTN20ybjctNHF6Vm1qdHZwVmh3QjNQcEpYUzRxMXR0dVlfZU1CbDNzdTh0dTBET1hEbUpXSW5xc0RzclQzanhFY295YXNCa05LQktCVXFFTlFsb0lYWE00UDJqTWgwVg?oc=5
Opinion | Trump plays stock adviser. Think twice before playing along. - The Washington Post,"Mon, 06 Jul 2026 18:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxNSi16c0dKbGg1RUJhZnQwZl94VDdrUWRGOGRHUXZ6NjhnTFJHdlpUZk1rR2dfRHZHNmEweTFoTkhsSkxmLWkyanZWVy00anU4WHEzTF9BQzdvQ191dktwTEx6bTVyYnpMbkpJa1pjV3BPY3E3QlUxemJLbGxFMVFwcTNiMVJMOVg1MW9tb1F1YWRhb0dVMGd4V0VpSDFBYzAzRjJz?oc=5"" target=""_blank"">Opinion | Trump plays stock adviser. Think twice before playing along.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Washington Post</font>",https://news.google.com/rss/articles/CBMiowFBVV95cUxNSi16c0dKbGg1RUJhZnQwZl94VDdrUWRGOGRHUXZ6NjhnTFJHdlpUZk1rR2dfRHZHNmEweTFoTkhsSkxmLWkyanZWVy00anU4WHEzTF9BQzdvQ191dktwTEx6bTVyYnpMbkpJa1pjV3BPY3E3QlUxemJLbGxFMVFwcTNiMVJMOVg1MW9tb1F1YWRhb0dVMGd4V0VpSDFBYzAzRjJz?oc=5
Trump rings Wall Street’s opening bells as he ties his presidency to stock market gains - AP News,"Mon, 06 Jul 2026 17:59:00 GMT","<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxNaVhPRnhUaWtyQ09MSm1aT0RVOVVIVVJwUEJmZUtCYmh3eWd0NGp0UTd3YzJRT2hqRjVhZzZOTjZuTW1YeVZXZXJLdjYyc2w4MktZdkxFMW5LTU8yUllkX29iNUlWampyZHRuMmhZNUkycV9GYnJQUXJ5VjdHTlVHaWtfdkltMnQ2QnN0NFZqMy0yM1BtZjhrcXNQSUtNcmE2NzB6dkZLcw?oc=5"" target=""_blank"">Trump rings Wall Street’s opening bells as he ties his presidency to stock market gains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AP News</font>",https://news.google.com/rss/articles/CBMipwFBVV95cUxNaVhPRnhUaWtyQ09MSm1aT0RVOVVIVVJwUEJmZUtCYmh3eWd0NGp0UTd3YzJRT2hqRjVhZzZOTjZuTW1YeVZXZXJLdjYyc2w4MktZdkxFMW5LTU8yUllkX29iNUlWampyZHRuMmhZNUkycV9GYnJQUXJ5VjdHTlVHaWtfdkltMnQ2QnN0NFZqMy0yM1BtZjhrcXNQSUtNcmE2NzB6dkZLcw?oc=5
Dell Stock: Trump Wants You to Buy a Computer. Investors Are Buying Its Shares. - Barron's,"Mon, 06 Jul 2026 18:46:00 GMT","<a href=""https://news.google.com/rss/articles/CBMid0FVX3lxTE0xRlRJNkV4SzVUU3N2cEVvdzFPX3RGU042QzlMQ3BldjNuYVpRdEVRbkQtTlpUaUpGUmxuVnhtbDlOcGQxNmVTanNOZlhvdHE4cHlEQS1kTm1nWUFFYi1tbXdyWEZDMWFweW50WkhlNXgxLVY4RjhN?oc=5"" target=""_blank"">Dell Stock: Trump Wants You to Buy a Computer. Investors Are Buying Its Shares.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Barron's</font>",https://news.google.com/rss/articles/CBMid0FVX3lxTE0xRlRJNkV4SzVUU3N2cEVvdzFPX3RGU042QzlMQ3BldjNuYVpRdEVRbkQtTlpUaUpGUmxuVnhtbDlOcGQxNmVTanNOZlhvdHE4cHlEQS1kTm1nWUFFYi1tbXdyWEZDMWFweW50WkhlNXgxLVY4RjhN?oc=5
Dell Shares Jump 230% This Year as Trump Tells Americans to “Buy Dell” - TipRanks,"Tue, 07 Jul 2026 14:22:52 GMT","<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxOWjRIZi13aDd5STZOSUM4Uk9IZDM4UTk3bG9VMTVhZDdBeENaZzhNaF9YTklYNnZjMG96NThuLXN2ckpXMUxaQ1JJMEJRZjFwMFhUdWNoQ0RKcDBFR1g5UVdBajd4ajB5d3Boejl1a0M0WER3bE5CRndnazhDS2NBUWxxT0F4b0lHenBwV3hibGN3d2o4UDBRWlA0LVNHdw?oc=5"" target=""_blank"">Dell Shares Jump 230% This Year as Trump Tells Americans to “Buy Dell”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TipRanks</font>",https://news.google.com/rss/articles/CBMingFBVV95cUxOWjRIZi13aDd5STZOSUM4Uk9IZDM4UTk3bG9VMTVhZDdBeENaZzhNaF9YTklYNnZjMG96NThuLXN2ckpXMUxaQ1JJMEJRZjFwMFhUdWNoQ0RKcDBFR1g5UVdBajd4ajB5d3Boejl1a0M0WER3bE5CRndnazhDS2NBUWxxT0F4b0lHenBwV3hibGN3d2o4UDBRWlA0LVNHdw?oc=5
"Midday Need to Know: Rivian falls, Trump revives Greenland bid and more (SPY:NYSEARCA) - Seeking Alpha","Tue, 07 Jul 2026 15:44:20 GMT","<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxOZWhheGJ3RDc1eWJFQjNzTXRnRUgtQUhnTzVVX29abUVld1pGUHhxRjdabFFMbnBZMHRtdzlMRXJmRlVac1VVNmtfSDAwbURUc3dmWEtEVXczRnZIeUZjU3BaNkdlZmJ1ek9KZDJnaTBlWXIxci13cHhWYWtsZG5iY2xEaTQwNVl4QVkwMVFoazBpX0VZSzltckZXbnBzQWRCNjJ4cXNKeWxDUVU?oc=5"" target=""_blank"">Midday Need to Know: Rivian falls, Trump revives Greenland bid and more (SPY:NYSEARCA)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Seeking Alpha</font>",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOZWhheGJ3RDc1eWJFQjNzTXRnRUgtQUhnTzVVX29abUVld1pGUHhxRjdabFFMbnBZMHRtdzlMRXJmRlVac1VVNmtfSDAwbURUc3dmWEtEVXczRnZIeUZjU3BaNkdlZmJ1ek9KZDJnaTBlWXIxci13cHhWYWtsZG5iY2xEaTQwNVl4QVkwMVFoazBpX0VZSzltckZXbnBzQWRCNjJ4cXNKeWxDUVU?oc=5
